time;RSSI;RSRP;SINR;RSRQ;MCC;MNC;TAC;CELLID;BAND;DLBW;ULBW;RX CHAN; TX CHAN;TX POWER;network;IP;interface
1566454210.634;-79.5;-108.2;7.8;-9.8;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454211.595;-80.5;-107.8;4.2;-9.8;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454212.595;-79.5;-106.3;7.4;-9.6;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454213.596;-80.4;-106.7;4.6;-9.9;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454214.587;-83.1;-109.7;3.4;-10.8;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454215.629;-80.4;-107.9;5.8;-9.9;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454216.538;-80.2;-106.7;9.2;-9.4;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454217.590;-80.9;-106.8;7.0;-9.8;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454218.541;-80.0;-106.3;5.8;-10.0;262;1;7;26170112;20;3;3;6400;24400;0.0; 359072061638793;37.84.195.95;lte_tmobile
1566454219.542;-83.0;-110.8;3.8;-11.1;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454220.635;-79.3;-106.8;9.0;-9.6;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454221.543;-82.9;-111.0;3.2;-11.5;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454222.544;-82.9;-109.2;4.2;-10.0;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454223.546;-80.4;-107.6;4.4;-10.3;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454224.547;-78.1;-106.9;7.8;-9.9;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454225.589;-79.4;-108.3;4.6;-11.7;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454226.549;-79.7;-108.6;1.6;-12.3;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454227.550;-78.6;-107.3;6.4;-11.5;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454228.551;-78.9;-106.4;3.8;-10.9;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454229.552;-79.8;-107.5;3.6;-11.4;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454230.593;-78.3;-106.4;5.6;-10.6;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454231.553;-77.5;-107.2;4.2;-11.0;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454232.554;-80.0;-109.0;2.0;-12.1;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454233.555;-80.5;-110.2;1.8;-12.8;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454234.556;-79.7;-109.1;2.8;-12.3;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454235.598;-79.8;-109.2;-3.0;-12.3;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
1566454236.558;-79.4;-108.3;3.8;-12.0;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.84.195.95;lte_tmobile
