time;RSSI;RSRP;SINR;RSRQ;MCC;MNC;TAC;CELLID;BAND;DLBW;ULBW;RX CHAN; TX CHAN;TX POWER;network;IP;interface
1571306612.010;-77.2;-108.3;7.4;-14.6;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306612.777;-76.0;-107.5;5.6;-14.7;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306613.778;-75.5;-107.7;-3.6;-15.3;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306614.961;-75.4;-107.4;-1.6;-14.8;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306616.013;-73.6;-106.6;-2.4;-15.8;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306617.024;-80.5;-107.9;6.0;-12.3;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306617.963;-77.2;-108.0;6.0;-13.7;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306618.944;-76.1;-108.3;-3.4;-15.1;262;2;49007;52505108;1;3;3;101;18101;12.0; 359072061595894;100.117.25.140;lte_vodafone
1571306619.985;-77.0;-108.3;0.2;-14.5;262;2;49007;52505108;1;3;3;101;18101;12.0; 359072061595894;100.117.25.140;lte_vodafone
1571306620.996;-76.1;-107.9;7.0;-12.0;262;2;49007;52505108;1;3;3;101;18101;12.0; 359072061595894;100.117.25.140;lte_vodafone
1571306622.038;-74.9;-106.6;9.2;-14.4;262;2;49007;52505108;1;3;3;101;18101;10.0; 359072061595894;100.117.25.140;lte_vodafone
1571306623.018;-78.1;-107.4;4.4;-13.0;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306624.039;-80.6;-107.6;4.4;-11.8;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306624.979;-79.6;-107.0;2.6;-11.6;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306625.990;-80.7;-107.0;4.6;-11.3;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306627.043;-80.7;-107.7;5.2;-11.3;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306627.981;-81.3;-107.5;6.6;-10.8;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306628.992;-75.8;-107.1;7.2;-13.4;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306629.983;-75.5;-108.5;-3.2;-15.5;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306631.024;-79.7;-109.0;5.2;-13.1;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306632.026;-75.5;-109.3;-3.4;-14.9;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306632.762;-76.7;-108.2;6.2;-15.2;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306633.783;-77.5;-108.9;7.8;-14.6;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306634.795;-77.6;-108.8;7.0;-14.5;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306636.029;-74.9;-108.6;0.6;-16.0;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306637.061;-76.0;-107.9;3.2;-14.5;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306637.990;-76.6;-107.5;-3.0;-14.1;262;2;49007;52505108;1;3;3;101;18101;11.0; 359072061595894;100.117.25.140;lte_vodafone
1571306638.767;-76.1;-108.0;7.2;-15.0;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306639.768;-75.6;-106.9;11.0;-14.2;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306640.769;-79.1;-107.6;11.0;-12.4;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306641.811;-76.1;-106.9;14.2;-13.0;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306642.995;-75.0;-106.0;9.2;-14.5;262;2;49007;52505108;1;3;3;101;18101;17.0; 359072061595894;100.117.25.140;lte_vodafone
1571306644.036;-74.0;-108.1;-3.8;-15.2;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306644.803;-76.4;-107.1;8.0;-13.4;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306646.038;-79.9;-107.0;7.0;-11.0;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306647.080;-79.9;-107.8;7.8;-12.9;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306647.836;-76.3;-108.3;-3.4;-15.1;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306648.776;-78.3;-106.9;12.4;-12.2;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306649.910;-82.1;-109.0;5.8;-13.4;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306650.809;-81.8;-108.3;6.8;-13.6;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306652.064;-79.8;-109.0;9.0;-11.8;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306653.024;-80.1;-111.7;2.8;-14.8;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306654.045;-76.7;-108.5;1.4;-13.8;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306654.782;-77.4;-108.4;2.4;-14.1;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306655.782;-77.5;-108.6;10.0;-14.2;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306656.825;-76.1;-107.5;9.4;-14.2;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306657.785;-76.1;-107.5;-4.0;-14.2;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306658.785;-78.4;-109.3;9.8;-14.5;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306659.786;-77.4;-108.8;-3.0;-14.3;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306660.787;-81.3;-107.9;12.2;-10.6;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306661.830;-80.0;-108.6;11.0;-11.4;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306662.810;-81.4;-108.7;10.6;-12.2;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306663.933;-75.8;-108.4;8.6;-14.5;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306665.025;-79.9;-109.6;2.4;-13.0;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306666.026;-85.5;-112.8;5.6;-11.1;262;2;49007;52505108;1;3;3;101;18101;19.0; 359072061595894;100.117.25.140;lte_vodafone
1571306667.057;-79.9;-110.0;6.4;-14.3;262;2;49007;52505108;1;3;3;101;18101;5.0; 359072061595894;100.117.25.140;lte_vodafone
1571306668.027;-77.3;-109.5;5.4;-14.6;262;2;49007;52505108;1;3;3;101;18101;7.0; 359072061595894;100.117.25.140;lte_vodafone
1571306669.008;-79.4;-109.5;7.0;-14.5;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306670.039;-78.3;-109.9;8.6;-14.3;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306671.050;-81.7;-110.4;9.4;-13.0;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306672.081;-78.5;-110.6;4.6;-13.6;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306672.940;-76.0;-109.7;-4.0;-14.6;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306673.930;-81.6;-111.2;4.2;-12.6;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306675.073;-81.0;-111.8;5.6;-13.4;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306675.922;-77.8;-110.2;7.2;-13.1;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306676.974;-80.4;-111.3;5.2;-13.3;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306678.065;-77.5;-109.5;5.6;-14.5;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306679.066;-75.7;-108.1;2.8;-14.7;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306679.945;-77.0;-108.5;5.4;-14.8;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306680.946;-77.0;-108.4;7.8;-14.9;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306681.846;-84.7;-114.2;4.6;-14.1;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306682.836;-75.9;-109.7;0.8;-16.2;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306683.837;-78.9;-108.5;-1.2;-13.2;262;2;49007;52505108;1;3;3;101;18101;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306685.001;-85.5;-112.0;9.8;-10.7;262;2;49007;52505108;1;3;3;101;18101;14.0; 359072061595894;100.117.25.140;lte_vodafone
1571306686.011;-72.5;-101.2;0.2;-12.4;262;2;65535;4294967295;20;3;3;0;24300;19.0; 359072061595894;100.117.25.140;lte_vodafone
1571306687.094;-71.0;-100.5;0.8;-12.7;262;2;49007;52505089;20;3;3;6300;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306688.063;-73.4;-103.1;-1.4;-13.4;262;2;49007;52505089;20;3;3;6300;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306689.054;-71.5;-102.2;-1.4;-13.0;262;2;49007;52505089;20;3;3;6300;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306690.085;-71.6;-100.9;-1.4;-12.8;262;2;49007;52505089;20;3;3;6300;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306690.852;-71.7;-102.1;0.2;-13.4;262;2;49007;52505089;20;3;3;6300;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306691.853;-71.9;-101.9;-1.0;-13.1;262;2;49007;52505089;20;3;3;6300;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306692.813;-70.3;-100.7;0.2;-13.0;262;2;49007;52505089;20;3;3;6300;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306693.815;-71.1;-100.5;0.4;-12.6;262;2;49007;52505089;20;3;3;6300;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306694.815;-77.1;-109.8;-2.6;-15.2;262;2;49007;52505107;1;3;3;101;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306695.816;-85.0;-115.0;-2.4;-15.0;262;2;49007;52505107;1;3;3;101;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306696.858;-73.7;-108.2;-4.2;-16.0;262;2;49007;52505107;1;3;3;101;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306697.829;-76.7;-110.4;-4.8;-16.3;262;2;49007;52505107;1;3;3;101;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306698.819;-80.3;-111.2;9.4;-14.8;262;2;49007;52505107;1;3;3;101;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306699.821;-78.1;-110.8;-4.6;-14.7;262;2;49007;52505107;1;3;3;101;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306700.821;-79.8;-110.8;-3.8;-14.5;262;2;49007;52505107;1;3;3;101;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306701.863;-82.2;-110.4;7.4;-12.0;262;2;49007;52505107;1;3;3;101;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306702.823;-80.1;-111.5;-4.4;-13.9;262;2;49007;52505107;1;3;3;101;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306703.824;-76.4;-109.6;-3.4;-15.4;262;2;49007;52505107;1;3;3;101;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306704.825;-78.2;-108.6;-2.6;-13.3;262;2;49007;52505107;1;3;3;101;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306705.826;-77.5;-108.5;-4.4;-13.9;262;2;49007;52505107;1;3;3;101;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306706.868;-79.7;-108.7;10.2;-12.0;262;2;49007;52505107;1;3;3;101;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306707.838;-77.7;-109.7;-4.6;-14.5;262;2;49007;52505107;1;3;3;101;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306708.829;-78.0;-110.9;0.0;-15.4;262;2;49007;52505107;1;3;3;101;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
1571306709.830;-77.0;-109.5;-4.8;-15.3;262;2;49007;52505107;1;3;3;101;24300;-9999.0; 359072061595894;100.117.25.140;lte_vodafone
