time;RSSI;RSRP;SINR;RSRQ;MCC;MNC;TAC;CELLID;BAND;DLBW;ULBW;RX CHAN; TX CHAN;TX POWER;network;IP;interface
1571306616.675;-82.0;-104.0;7.8;-11.1;262;1;7;26170114;8;2;2;3749;21749;7.0; 359072061638793;37.82.20.152;lte_tmobile
1571306617.625;-82.2;-103.8;7.0;-8.5;262;1;7;26170114;8;2;2;3749;21749;9.0; 359072061638793;37.82.20.152;lte_tmobile
1571306618.636;-82.4;-103.7;7.4;-8.8;262;1;7;26170114;8;2;2;3749;21749;6.0; 359072061638793;37.82.20.152;lte_tmobile
1571306619.636;-82.3;-103.8;6.0;-9.1;262;1;7;26170114;8;2;2;3749;21749;10.0; 359072061638793;37.82.20.152;lte_tmobile
1571306620.637;-81.9;-103.7;6.4;-9.4;262;1;7;26170114;8;2;2;3749;21749;9.0; 359072061638793;37.82.20.152;lte_tmobile
1571306621.680;-82.8;-104.4;6.6;-8.9;262;1;7;26170114;8;2;2;3749;21749;7.0; 359072061638793;37.82.20.152;lte_tmobile
1571306622.639;-82.6;-104.3;7.2;-9.6;262;1;7;26170114;8;2;2;3749;21749;21.0; 359072061638793;37.82.20.152;lte_tmobile
1571306623.640;-79.0;-104.1;6.4;-10.7;262;1;7;26170114;8;2;2;3749;21749;7.0; 359072061638793;37.82.20.152;lte_tmobile
1571306624.641;-79.4;-104.3;6.2;-11.4;262;1;7;26170114;8;2;2;3749;21749;16.0; 359072061638793;37.82.20.152;lte_tmobile
1571306625.641;-82.8;-104.7;6.4;-9.6;262;1;7;26170114;8;2;2;3749;21749;6.0; 359072061638793;37.82.20.152;lte_tmobile
1571306626.681;-82.3;-104.8;6.8;-9.0;262;1;7;26170114;8;2;2;3749;21749;6.0; 359072061638793;37.82.20.152;lte_tmobile
1571306627.633;-79.5;-104.8;5.8;-9.7;262;1;7;26170114;8;2;2;3749;21749;7.0; 359072061638793;37.82.20.152;lte_tmobile
1571306628.644;-81.1;-103.4;6.4;-9.8;262;1;7;26170114;8;2;2;3749;21749;12.0; 359072061638793;37.82.20.152;lte_tmobile
1571306629.644;-81.8;-103.6;7.2;-9.6;262;1;7;26170114;8;2;2;3749;21749;7.0; 359072061638793;37.82.20.152;lte_tmobile
1571306630.645;-78.5;-103.3;6.4;-9.2;262;1;7;26170114;8;2;2;3749;21749;8.0; 359072061638793;37.82.20.152;lte_tmobile
1571306631.687;-80.7;-103.2;6.6;-9.0;262;1;7;26170114;8;2;2;3749;21749;11.0; 359072061638793;37.82.20.152;lte_tmobile
1571306632.647;-78.6;-103.4;7.8;-11.1;262;1;7;26170114;8;2;2;3749;21749;16.0; 359072061638793;37.82.20.152;lte_tmobile
1571306633.647;-78.1;-103.4;7.0;-10.2;262;1;7;26170114;8;2;2;3749;21749;14.0; 359072061638793;37.82.20.152;lte_tmobile
1571306634.648;-81.6;-103.5;7.4;-8.3;262;1;7;26170114;8;2;2;3749;21749;8.0; 359072061638793;37.82.20.152;lte_tmobile
1571306635.649;-82.1;-103.5;7.8;-8.8;262;1;7;26170114;8;2;2;3749;21749;13.0; 359072061638793;37.82.20.152;lte_tmobile
1571306636.691;-81.4;-103.4;7.0;-9.5;262;1;7;26170114;8;2;2;3749;21749;10.0; 359072061638793;37.82.20.152;lte_tmobile
1571306637.641;-78.5;-103.4;7.2;-9.7;262;1;7;26170114;8;2;2;3749;21749;15.0; 359072061638793;37.82.20.152;lte_tmobile
1571306638.652;-80.0;-103.3;8.0;-10.0;262;1;7;26170114;8;2;2;3749;21749;12.0; 359072061638793;37.82.20.152;lte_tmobile
1571306639.652;-81.8;-103.2;7.4;-9.1;262;1;7;26170114;8;2;2;3749;21749;7.0; 359072061638793;37.82.20.152;lte_tmobile
1571306640.653;-78.1;-103.4;6.4;-10.7;262;1;7;26170114;8;2;2;3749;21749;11.0; 359072061638793;37.82.20.152;lte_tmobile
1571306641.695;-78.5;-103.4;6.2;-11.2;262;1;7;26170114;8;2;2;3749;21749;8.0; 359072061638793;37.82.20.152;lte_tmobile
1571306642.655;-82.0;-103.7;7.6;-8.8;262;1;7;26170114;8;2;2;3749;21749;11.0; 359072061638793;37.82.20.152;lte_tmobile
1571306643.656;-81.6;-103.3;7.8;-7.8;262;1;7;26170114;8;2;2;3749;21749;10.0; 359072061638793;37.82.20.152;lte_tmobile
1571306644.657;-78.2;-103.2;8.4;-10.1;262;1;7;26170114;8;2;2;3749;21749;13.0; 359072061638793;37.82.20.152;lte_tmobile
1571306645.657;-78.4;-103.4;7.4;-10.5;262;1;7;26170114;8;2;2;3749;21749;13.0; 359072061638793;37.82.20.152;lte_tmobile
1571306646.699;-82.3;-103.4;7.8;-10.1;262;1;7;26170114;8;2;2;3749;21749;8.0; 359072061638793;37.82.20.152;lte_tmobile
1571306647.659;-81.9;-103.5;8.0;-8.1;262;1;7;26170114;8;2;2;3749;21749;14.0; 359072061638793;37.82.20.152;lte_tmobile
1571306648.660;-78.9;-103.7;7.8;-8.7;262;1;7;26170114;8;2;2;3749;21749;15.0; 359072061638793;37.82.20.152;lte_tmobile
1571306649.661;-80.5;-104.0;7.0;-11.3;262;1;7;26170114;8;2;2;3749;21749;7.0; 359072061638793;37.82.20.152;lte_tmobile
1571306650.662;-80.6;-104.1;6.8;-9.8;262;1;7;26170114;8;2;2;3749;21749;17.0; 359072061638793;37.82.20.152;lte_tmobile
1571306651.704;-82.4;-103.7;6.6;-8.3;262;1;7;26170114;8;2;2;3749;21749;7.0; 359072061638793;37.82.20.152;lte_tmobile
1571306652.663;-79.1;-103.8;6.4;-10.1;262;1;7;26170114;8;2;2;3749;21749;6.0; 359072061638793;37.82.20.152;lte_tmobile
1571306653.663;-78.6;-104.1;7.0;-11.1;262;1;7;26170114;8;2;2;3749;21749;9.0; 359072061638793;37.82.20.152;lte_tmobile
1571306654.664;-81.0;-104.0;7.6;-9.7;262;1;7;26170114;8;2;2;3749;21749;6.0; 359072061638793;37.82.20.152;lte_tmobile
1571306655.665;-83.2;-105.0;4.6;-8.8;262;1;7;26170114;8;2;2;3749;21749;8.0; 359072061638793;37.82.20.152;lte_tmobile
1571306656.707;-83.4;-105.1;5.2;-8.9;262;1;7;26170114;8;2;2;3749;21749;8.0; 359072061638793;37.82.20.152;lte_tmobile
1571306657.667;-79.0;-104.4;5.0;-11.2;262;1;7;26170114;8;2;2;3749;21749;11.0; 359072061638793;37.82.20.152;lte_tmobile
1571306658.668;-78.5;-104.2;5.6;-11.5;262;1;7;26170114;8;2;2;3749;21749;10.0; 359072061638793;37.82.20.152;lte_tmobile
1571306659.669;-81.0;-104.0;6.8;-8.8;262;1;7;26170114;8;2;2;3749;21749;16.0; 359072061638793;37.82.20.152;lte_tmobile
1571306660.669;-79.6;-104.8;5.4;-10.6;262;1;7;26170114;8;2;2;3749;21749;10.0; 359072061638793;37.82.20.152;lte_tmobile
1571306661.711;-78.9;-103.3;8.0;-11.2;262;1;7;26170114;8;2;2;3749;21749;8.0; 359072061638793;37.82.20.152;lte_tmobile
1571306662.661;-77.9;-102.8;6.0;-11.2;262;1;7;26170114;8;2;2;3749;21749;20.0; 359072061638793;37.82.20.152;lte_tmobile
1571306663.672;-77.3;-102.7;7.6;-11.2;262;1;7;26170114;8;2;2;3749;21749;8.0; 359072061638793;37.82.20.152;lte_tmobile
1571306664.672;-77.5;-102.9;7.8;-11.2;262;1;7;26170114;8;2;2;3749;21749;21.0; 359072061638793;37.82.20.152;lte_tmobile
1571306665.673;-78.8;-104.3;6.0;-11.5;262;1;7;26170114;8;2;2;3749;21749;10.0; 359072061638793;37.82.20.152;lte_tmobile
1571306666.715;-78.1;-103.7;7.2;-11.4;262;1;7;26170114;8;2;2;3749;21749;17.0; 359072061638793;37.82.20.152;lte_tmobile
1571306667.674;-80.4;-102.9;8.0;-10.4;262;1;7;26170114;8;2;2;3749;21749;8.0; 359072061638793;37.82.20.152;lte_tmobile
1571306668.675;-83.8;-107.2;3.2;-10.4;262;1;7;26170114;8;2;2;3749;21749;9.0; 359072061638793;37.82.20.152;lte_tmobile
1571306669.524;-80.5;-106.1;5.4;-10.2;262;1;7;26170114;8;2;2;3749;21749;14.0; 359072061638793;37.82.20.152;lte_tmobile
1571306670.525;-80.4;-105.4;4.4;-10.5;262;1;7;26170114;8;2;2;3749;21749;14.0; 359072061638793;37.82.20.152;lte_tmobile
1571306671.567;-79.6;-106.8;4.4;-11.7;262;1;7;26170114;8;2;2;3749;21749;7.0; 359072061638793;37.82.20.152;lte_tmobile
1571306672.527;-80.0;-107.0;4.6;-11.4;262;1;7;26170114;8;2;2;3749;21749;11.0; 359072061638793;37.82.20.152;lte_tmobile
1571306673.680;-75.8;-103.3;3.0;-10.7;262;1;7;26170112;20;3;3;6400;24400;23.0; 359072061638793;37.82.20.152;lte_tmobile
1571306674.680;-76.0;-103.4;3.0;-10.9;262;1;7;26170112;20;3;3;6400;24400;-2.0; 359072061638793;37.82.20.152;lte_tmobile
1571306675.671;-75.9;-103.2;2.4;-10.8;262;1;7;26170112;20;3;3;6400;24400;22.0; 359072061638793;37.82.20.152;lte_tmobile
1571306676.723;-74.5;-103.1;2.2;-10.7;262;1;7;26170112;20;3;3;6400;24400;10.0; 359072061638793;37.82.20.152;lte_tmobile
1571306677.673;-73.8;-103.7;1.6;-11.3;262;1;7;26170112;20;3;3;6400;24400;13.0; 359072061638793;37.82.20.152;lte_tmobile
1571306678.683;-75.7;-103.6;2.8;-10.8;262;1;7;26170112;20;3;3;6400;24400;13.0; 359072061638793;37.82.20.152;lte_tmobile
1571306679.685;-75.0;-102.7;3.2;-10.7;262;1;7;26170112;20;3;3;6400;24400;13.0; 359072061638793;37.82.20.152;lte_tmobile
1571306680.685;-75.3;-101.8;4.2;-10.0;262;1;7;26170112;20;3;3;6400;24400;14.0; 359072061638793;37.82.20.152;lte_tmobile
1571306681.727;-76.0;-103.3;2.6;-10.8;262;1;7;26170112;20;3;3;6400;24400;14.0; 359072061638793;37.82.20.152;lte_tmobile
